output_path,top_folder,collection_folder,series,name,image_url,page_url
sonny_png_library_web/limited/other-collections/pet-treats/02__cookie-cat.png,limited,other-collections,Pet Treats,Cookie Cat,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/12/cookie-cat.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/other-collections/bobbing-head/01__cloud-rabbit.png,limited,other-collections,Bobbing Head,Cloud Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/01/cloud-rabbit.png,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/special-collections/summer-island-holiday/02__sunset-glow.png,limited,special-collections,Summer Island Holiday,Sunset Glow,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/07/sunset-glow.png,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/special-collections/seoul-series/06__welcome.png,limited,special-collections,Seoul Series,Welcome!,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_726_01.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/other-collections/bobbing-head/03__cloud-cow.png,limited,other-collections,Bobbing Head,Cloud Cow,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/01/cloud-cow.png,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/other-collections/bobbing-head/02__cloud-sheep.png,limited,other-collections,Bobbing Head,Cloud Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/01/cloud-sheep.png,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/sky-color-collections/sky-color-series/01__cloudy.png,limited,sky-color-collections,Sky Color Series,Cloudy,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_127_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/sky-color-collections/sky-color-series/02__rainbow.png,limited,sky-color-collections,Sky Color Series,Rainbow,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_128_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/sky-color-collections/sky-color-series/05__snowy.png,limited,sky-color-collections,Sky Color Series,Snowy,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_131_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/sky-color-collections/sky-color-series/04__thunder.png,limited,sky-color-collections,Sky Color Series,Thunder,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_130_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/sky-color-collections/sky-color-series/06__sunny.png,limited,sky-color-collections,Sky Color Series,Sunny,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_132_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/sky-color-collections/sky-color-series/03__rainy.png,limited,sky-color-collections,Sky Color Series,Rainy,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_129_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/christmas-collections/christmas-ornament-ladur-e-patisseries-collection/04__religieuse-rose.png,limited,christmas-collections,Christmas Ornament Ladurée Patisseries Collection,Religieuse Rose,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_249_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/christmas-collections/christmas-ornament-ladur-e-patisseries-collection/03__macaron-jardin-bleu.png,limited,christmas-collections,Christmas Ornament Ladurée Patisseries Collection,Macaron Jardin Bleu,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_252_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/christmas-collections/christmas-ornament-ladur-e-patisseries-collection/01__saint-honor-violette.png,limited,christmas-collections,Christmas Ornament Ladurée Patisseries Collection,Saint Honoré Violette,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_250_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/christmas-collections/christmas-ornament-ladur-e-patisseries-collection/02__macaron-rose.png,limited,christmas-collections,Christmas Ornament Ladurée Patisseries Collection,Macaron Rose,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_253_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/christmas-collections/christmas-ornament-ladur-e-patisseries-collection/06__ispahan-jardin-bleu.png,limited,christmas-collections,Christmas Ornament Ladurée Patisseries Collection,Ispahan Jardin Bleu,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_248_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/christmas-collections/christmas-ornament-ladur-e-patisseries-collection/05__macaron-violette.png,limited,christmas-collections,Christmas Ornament Ladurée Patisseries Collection,Macaron Violette,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_251_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/collaboration/special-collections/keme-life-everything-have-souls/01__rabbit.png,collaboration,special-collections,KEME life -Everything Have Souls-,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/07/keme_rabbit.png,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/keme-life-everything-have-souls/02__tiger.png,collaboration,special-collections,KEME life -Everything Have Souls-,Tiger,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/07/keme_tiger.png,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/jimmy-liao-a-garden-in-my-heart/01__rabbit.png,collaboration,special-collections,JIMMY LIAO -A Garden in My Heart-,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/08/rabbit.png,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/limited/collaboration-collections/snow-globe-ladur-e-p-tisserie-collection/01__snow-globe-ladur-e-p-tisserie-collection.png,limited,collaboration-collections,Snow Globe Ladurée Pâtisserie Collection,Snow Globe Ladurée Pâtisserie Collection,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_553_01-1.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/other-collections/bobbing-head-series-1/01__rabbit.png,limited,other-collections,Bobbing Head Series 1,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_672_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/collaboration/special-collections/jimmy-liao-a-garden-in-my-heart/02__elephant.png,collaboration,special-collections,JIMMY LIAO -A Garden in My Heart-,Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/08/elephant.png,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/limited/other-collections/bobbing-head-series-1/04__sheep.png,limited,other-collections,Bobbing Head Series 1,Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_674_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/other-collections/bobbing-head-series-1/02__panda.png,limited,other-collections,Bobbing Head Series 1,Panda,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_677_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/other-collections/bobbing-head-series-1/03__koala.png,limited,other-collections,Bobbing Head Series 1,Koala,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_673_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/collaboration/special-collections/angel-in-the-bird-garden/02__elephant.png,collaboration,special-collections,Angel In The Bird Garden,Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/01/annasui-elephant.png,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/angel-in-the-bird-garden/01__rabbit.png,collaboration,special-collections,Angel In The Bird Garden,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/01/annasui-rabbit.png,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/limited/other-collections/bobbing-head-series-1/05__elephant.png,limited,other-collections,Bobbing Head Series 1,Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_675_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/collaboration/collaboration-collections/collaboration-with-cai/01__brave-as-me.png,collaboration,collaboration-collections,Collaboration with Cai,-Brave as me-,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/09/befree-1.png,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/collaboration-collections/collaboration-with-cai/02__best-of-you.png,collaboration,collaboration-collections,Collaboration with Cai,-Best of you-,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/09/loveyourself-1.png,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/my-sweet-honey/01__rabbit.png,collaboration,special-collections,My Sweet Honey,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/11/sweet_honey_rabbit.png,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/limited/other-collections/bobbing-head-series-1/06__frog.png,limited,other-collections,Bobbing Head Series 1,Frog,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_676_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/collaboration/special-collections/my-sweet-honey/02__elephant.png,collaboration,special-collections,My Sweet Honey,Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/11/sweet_honey_elephant.png,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/limited/other-collections/bobbing-head-butterfly/01__rabbit-pink.png,limited,other-collections,Bobbing Head -Butterfly-,Rabbit Pink,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_694_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/other-collections/bobbing-head-butterfly/02__rabbit-red.png,limited,other-collections,Bobbing Head -Butterfly-,Rabbit Red,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_695_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/limited/other-collections/bobbing-head-butterfly/03__rabbit-white.png,limited,other-collections,Bobbing Head -Butterfly-,Rabbit White,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_693_01.jpg,https://www.sonnyangel.com/products/others/
sonny_png_library_web/collaboration/special-collections/painted-by-robby/01__rabiit.png,collaboration,special-collections,Painted by Robby,Rabiit,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/01/sa_ac_14_rabbit.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/painted-by-robby/02__uribou.png,collaboration,special-collections,Painted by Robby,Uribou,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/01/sa_ac_14_uribou.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/joyful-garden/01__rabbit.png,collaboration,special-collections,Joyful Garden,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_670_01.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/halloween-pumpkin/02__elephant.png,collaboration,special-collections,Halloween Pumpkin,Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_669_01.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/halloween-pumpkin/01__rabbit.png,collaboration,special-collections,Halloween Pumpkin,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_668_01.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/joyful-garden/02__shiba-inu.png,collaboration,special-collections,Joyful Garden,Shiba Inu,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_671_01.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/lucky-galo/01__rabbit.png,collaboration,special-collections,Lucky Galo,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_666_01.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/nippon-asagao/01__rabbit.png,collaboration,special-collections,Nippon Asagao,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_664_01.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/cafe-collections/my-happy-snack/01__rabbit.png,collaboration,cafe-collections,My Happy Snack,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_662_01.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/nippon-asagao/02__elephant.png,collaboration,special-collections,Nippon Asagao,Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_665_01.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/cafe-collections/my-happy-snack/02__monkey.png,collaboration,cafe-collections,My Happy Snack,Monkey,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_663_01.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/lucky-galo/02__cockerel.png,collaboration,special-collections,Lucky Galo,Cockerel,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_667_01.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/halloween-night/01__rabbit.png,collaboration,special-collections,Halloween Night,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_660_01.jpg,https://www.sonnyangel.com/products/artist-collection/
sonny_png_library_web/collaboration/special-collections/halloween-night/02__sheep.png,collaboration,special-collections,Halloween Night,Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_661_01.jpg,https://www.sonnyangel.com/products/artist-collection/
