output_path,top_folder,collection_folder,series,name,image_url,page_url
sonny_png_library_web/regulars/vegetable-collections/vegetable-series-2019/09__japanese-ginger.png,regulars,vegetable-collections,Vegetable Series (~2019),Japanese Ginger,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_japaneseginger_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/fruit-collections/fruit-series-2019/03__persimmon.png,regulars,fruit-collections,Fruit Series (~2019),Persimmon,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_persimmon_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/vegetable-collections/vegetable-series-2019/10__japanese-radish.png,regulars,vegetable-collections,Vegetable Series (~2019),Japanese Radish,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_japaneseradish_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/vegetable-collections/vegetable-series-2019/12__cabbage.png,regulars,vegetable-collections,Vegetable Series (~2019),Cabbage,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_cabbage_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/fruit-collections/fruit-series-2019/01__mangosteen.png,regulars,fruit-collections,Fruit Series (~2019),Mangosteen,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_mangosteen_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/fruit-collections/fruit-series-2019/05__strawberry.png,regulars,fruit-collections,Fruit Series (~2019),Strawberry,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_strawberry_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/vegetable-collections/vegetable-series-2019/11__corn.png,regulars,vegetable-collections,Vegetable Series (~2019),Corn,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_corn_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/fruit-collections/fruit-series-2019/06__grapes.png,regulars,fruit-collections,Fruit Series (~2019),Grapes,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_grapes_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/fruit-collections/fruit-series-2019/07__melon.png,regulars,fruit-collections,Fruit Series (~2019),Melon,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_melon_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/fruit-collections/fruit-series-2019/08__watermelon.png,regulars,fruit-collections,Fruit Series (~2019),Watermelon,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_watermelon_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/fruit-collections/fruit-series-2019/09__lemon.png,regulars,fruit-collections,Fruit Series (~2019),Lemon,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_lemon_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/fruit-collections/fruit-series-2019/10__chestnut.png,regulars,fruit-collections,Fruit Series (~2019),Chestnut,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_chestnut_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/fruit-collections/fruit-series-2019/11__pineapple.png,regulars,fruit-collections,Fruit Series (~2019),Pineapple,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_pineapple_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/04__dandelion.png,regulars,flower-collections,Flower Series (~2019),Dandelion,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_dandelion_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/06__morning-glory.png,regulars,flower-collections,Flower Series (~2019),Morning Glory,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_morningglory_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/02__tulip.png,regulars,flower-collections,Flower Series (~2019),Tulip,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_tulip_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/fruit-collections/fruit-series-2019/12__apple.png,regulars,fruit-collections,Fruit Series (~2019),Apple,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_apple_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/01__rose.png,regulars,flower-collections,Flower Series (~2019),Rose,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_rose_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/07__lily-bell.png,regulars,flower-collections,Flower Series (~2019),Lily Bell,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_lilybell_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/03__poppy.png,regulars,flower-collections,Flower Series (~2019),Poppy,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_poppy_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/05__cactus.png,regulars,flower-collections,Flower Series (~2019),Cactus,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_cactus_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/08__hydrangea.png,regulars,flower-collections,Flower Series (~2019),Hydrangea,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_hydrangea_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/01__fawn.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Fawn,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-01.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/03__peacock.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Peacock,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-03.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/02__dalmatian.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Dalmatian,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-02.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/04__monkey.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Monkey,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-04.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/05__rabbit.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-05.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/07__duck.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Duck,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-07.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/06__shiba-inu.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Shiba Inu,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-06.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/10__sheep.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-10.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/08__reindeer.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Reindeer,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-08.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/09__frog.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Frog,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-09.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/11__goat.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Goat,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-11.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-cherry-blossom-series/12__cat.png,regulars,hippers-collections,HIPPERS Cherry Blossom Series,Cat,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/02/hippers_cherryblossom_banner_web_product-12.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/02__rabbit.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/rabbit.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/01__monkey.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),Monkey,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/monkey.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/03__fawn.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),Fawn,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/fawn.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/04__duck.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),Duck,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/duck.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/05__crocodile.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),Crocodile,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/crocodile.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/09__pansy.png,regulars,flower-collections,Flower Series (~2019),Pansy,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_pansy_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/06__mouse.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),Mouse,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/mouse.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/08__hamster.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),Hamster,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/hamster.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/07__sloth.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),Sloth,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/sloth.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/10__carnation.png,regulars,flower-collections,Flower Series (~2019),Carnation,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_carnation_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/09__cat.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),Cat,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/cat.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/11__elephant.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/elephant.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/10__koala.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),Koala,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/koala.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/11__acorn.png,regulars,flower-collections,Flower Series (~2019),Acorn,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_acorn_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/01__rabbit.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/rabbit.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-looking-back-series-2024/12__french-bull-dog.png,regulars,hippers-collections,HIPPERS Looking Back Series(2024),French Bull Dog,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/frenchBullDog.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/02__elephant.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/elephant.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/03__panda.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Panda,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/panda.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/05__pig.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Pig,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/pig.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/04__lion.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Lion,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/lion.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/flower-collections/flower-series-2019/12__cherry-blossoms.png,regulars,flower-collections,Flower Series (~2019),Cherry Blossoms,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_cherryblossoms_01.jpg,https://www.sonnyangel.com/products/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/06__sheep.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/sheep.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/07__koala.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Koala,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/koala.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/09__lop-ear-rabbit.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Lop Ear Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/ropear_rabbit.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/12__giraffe.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Giraffe,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/giraffe.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/10__duck.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Duck,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/duck.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/02__carrot.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Carrot,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/carrot.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/11__mouse.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Mouse,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/mouse.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-dreaming-series-2022/08__fawn.png,regulars,hippers-collections,HIPPERS Dreaming Series(2022),Fawn,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/fawn.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/01__apple.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Apple,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/apple.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/03__pineapple.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Pineapple,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/pineapple.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/04__strawberry.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Strawberry,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/strawberry.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/05__pear.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Pear,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/pear.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/06__cherry.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Cherry,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/cherry.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/07__grape.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Grape,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/grape.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/09__tomato.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Tomato,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/tomato.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/08__mushroom.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Mushroom,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/mushroom.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/10__melon.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Melon,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/melon.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/04__lion.png,regulars,hippers-collections,HIPPERS (2021),Lion,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/lion.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/12__eggplant.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Eggplant,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/eggplant.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-harverst-series-2022/11__radish.png,regulars,hippers-collections,HIPPERS Harverst Series(2022),Radish,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/radish.png,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/01__rabbit.png,regulars,hippers-collections,HIPPERS (2021),Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/rabbit.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/03__panda.png,regulars,hippers-collections,HIPPERS (2021),Panda,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/panda.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/02__elephant.png,regulars,hippers-collections,HIPPERS (2021),Elephant,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/elephant.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/05__pig.png,regulars,hippers-collections,HIPPERS (2021),Pig,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/pig.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/07__koara.png,regulars,hippers-collections,HIPPERS (2021),Koara,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/koara.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/06__sheep.png,regulars,hippers-collections,HIPPERS (2021),Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/sheep.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/09__lop-ear-rabbit.png,regulars,hippers-collections,HIPPERS (2021),Lop Ear Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/lopearrabbit.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/08__fawn.png,regulars,hippers-collections,HIPPERS (2021),Fawn,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/fawn.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/10__duck.png,regulars,hippers-collections,HIPPERS (2021),Duck,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/duck.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/11__mouse.png,regulars,hippers-collections,HIPPERS (2021),Mouse,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/mouse.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/limited/flower-collections/flower-gift-2023/01__sunflower-lion-blue.png,limited,flower-collections,Flower Gift(2023),Sunflower Lion Blue,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/sunflower_lion_blue.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/flower-collections/flower-gift-2023/02__sunflower-lion-mint-green.png,limited,flower-collections,Flower Gift(2023),Sunflower Lion Mint Green,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/sunflower_lion_mint_green.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/birthday-collections/birthday-gift-bear-2021/01__round-balloon.png,limited,birthday-collections,BIRTHDAY GIFT -Bear- (2021),Round Balloon,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/round-balloon.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/birthday-collections/birthday-gift-bear-2021/02__present-hug.png,limited,birthday-collections,BIRTHDAY GIFT -Bear- (2021),Present Hug,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/present-hug.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/birthday-collections/birthday-gift-bear-2021/03__heart-hug.png,limited,birthday-collections,BIRTHDAY GIFT -Bear- (2021),Heart Hug,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/heart-hug.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/regulars/hippers-collections/hippers-2021/12__giraffe.png,regulars,hippers-collections,HIPPERS (2021),Giraffe,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/giraff.jpg,https://www.sonnyangel.com/products/mini-figure-hippers/
sonny_png_library_web/limited/flower-collections/flower-gift-2023/04__rose-lion-yellow.png,limited,flower-collections,Flower Gift(2023),Rose Lion Yellow,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/rose_lion_yellow.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/flower-collections/flower-gift-2023/06__daisy-lion-orange.png,limited,flower-collections,Flower Gift(2023),Daisy Lion Orange,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/daisy_lion_orange.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/flower-collections/flower-gift-2023/03__rose-lion-pink.png,limited,flower-collections,Flower Gift(2023),Rose Lion Pink,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/rose_lion_pink.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/birthday-collections/birthday-gift-bear-2021/04__star-balloon.png,limited,birthday-collections,BIRTHDAY GIFT -Bear- (2021),Star Balloon,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/star-balloon.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/flower-collections/flower-gift-2023/05__daisy-lion-lime-green.png,limited,flower-collections,Flower Gift(2023),Daisy Lion Lime Green,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/daisy_lion_lime_green.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/birthday-collections/birthday-gift-bear-2021/05__birthday-cake-hug.png,limited,birthday-collections,BIRTHDAY GIFT -Bear- (2021),Birthday-cake Hug,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/birthday-cake-hug.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/birthday-collections/birthday-gift-bear-2021/06__heart-balloon.png,limited,birthday-collections,BIRTHDAY GIFT -Bear- (2021),Heart Balloon,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/heart-balloon.png,https://www.sonnyangel.com/products/mini-figure-gift/
sonny_png_library_web/limited/valentines-collections/strawberry-love-series/03__mouse.png,limited,valentines-collections,Strawberry Love Series,Mouse,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/01/sa_StrawberryLove_banner_web_product_03-1.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/strawberry-love-series/02__lop-ear-rabbit.png,limited,valentines-collections,Strawberry Love Series,Lop Ear Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/01/sa_StrawberryLove_banner_web_product_02-1.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/strawberry-love-series/01__rabbit.png,limited,valentines-collections,Strawberry Love Series,Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2026/01/sa_StrawberryLove_banner_web_product_01-1.png,https://www.sonnyangel.com/products/mini-figure-limited/
