id,page,series,name,is_secret,db_image_page,db_x,db_y,mapped_asset_path,mapped_catalog_series,mapped_catalog_name,mapped_source,identity_status,manifest_image_url,manifest_page_url
page-55-07-humpty-dumpty,55,Sonny Angel in Wonderland Series (2020),Humpty Dumpty,,./assets/pages/page-055.png,550,672,sonny_png_library/limited/special-collections/sonny-angel-in-wonderland-series-2020/07__humpty-dumpty.png,in wonderland series 2020,humpty dumpty,official-web,REVIEW,,
page-55-02-mad-hatter,55,Sonny Angel in Wonderland Series (2020),Mad Hatter,,./assets/pages/page-055.png,320,245,sonny_png_library/limited/special-collections/sonny-angel-in-wonderland-series-2020/05__mad-hatter.png,Sonny Angel in Wonderland Series (2020),Mad Hatter,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/06/mad-hatter.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-55-03-rabbit,55,Sonny Angel in Wonderland Series (2020),Rabbit,,./assets/pages/page-055.png,550,245,sonny_png_library/limited/special-collections/sonny-angel-in-wonderland-series-2020/04__rabbit.png,Sonny Angel in Wonderland Series (2020),Rabbit,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/06/rabbit.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-55-01-sonny,55,Sonny Angel in Wonderland Series (2020),Sonny,,./assets/pages/page-055.png,90,245,sonny_png_library/limited/special-collections/sonny-angel-in-wonderland-series-2020/06__sonny.png,Sonny Angel in Wonderland Series (2020),Sonny,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/06/sonny.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-55-06-teapot,55,Sonny Angel in Wonderland Series (2020),Teapot,,./assets/pages/page-055.png,320,672,sonny_png_library/limited/special-collections/sonny-angel-in-wonderland-series-2020/01__teapot.png,Sonny Angel in Wonderland Series (2020),Teapot,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/06/teapot.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-56-08-black,56,Cat Life(2023),Black,,./assets/pages/page-056.png,715,520,sonny_png_library/limited/special-collections/cat-life-2023/09__black.png,Cat Life 2023,Black,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/black.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-56-07-blush-gray,56,Cat Life(2023),Bluish Gray,,./assets/pages/page-056.png,550,520,sonny_png_library/limited/special-collections/cat-life-2023/07__bluish-gray.png,Cat Life 2023,Bluish Gray,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/bluish_gray.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-56-04-brown-black,56,Cat Life(2023),Brown & Black,,./assets/pages/page-056.png,285,520,sonny_png_library/limited/special-collections/cat-life-2023/06__brown-black.png,Cat Life 2023,Brown Black,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/brown_and_black.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-56-02-calico,56,Cat Life(2023),Calico,,./assets/pages/page-056.png,35,520,sonny_png_library/limited/special-collections/cat-life-2023/01__calico.png,Cat Life 2023,Calico,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/calico.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-56-09-happy-pink,56,Cat Life(2023),Happy Pink,,./assets/pages/page-056.png,835,235,sonny_png_library/limited/special-collections/cat-life-2023/13__happy-pink.png,Cat Life 2023,Happy Pink,official-web,REVIEW,,
page-56-14-happy-pink-robby-angel,56,Cat Life(2023),Happy Pink Robby Angel,,./assets/pages/page-056.png,1179,520,sonny_png_library/limited/special-collections/cat-life-2023/14__happy-pink-robby-angel.png,Cat Life 2023,Happy Pink Robby Angel,official-web,REVIEW,,
page-56-10-lucky-orange,56,Cat Life(2023),Lucky Orange,,./assets/pages/page-056.png,1035,235,sonny_png_library/limited/special-collections/cat-life-2023/10__lucky-orange.png,Cat Life 2023,Lucky Orange,official-web,REVIEW,,
page-56-13-lucky-pink,56,Cat Life(2023),Lucky Pink,,./assets/pages/page-056.png,1070,520,sonny_png_library/limited/special-collections/cat-life-2023/11__lucky-pink.png,Cat Life 2023,Lucky Pink,official-web,REVIEW,,
page-56-12-lucky-purple,56,Cat Life(2023),Lucky Purple,,./assets/pages/page-056.png,940,520,sonny_png_library/limited/special-collections/cat-life-2023/12__lucky-purple.png,Cat Life 2023,Lucky Purple,official-web,REVIEW,,
page-56-01-red-tabby,56,Cat Life(2023),Red Tabby,,./assets/pages/page-056.png,110,235,sonny_png_library/limited/special-collections/cat-life-2023/08__red-tabby.png,Cat Life 2023,Red Tabby,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/red_tabby.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-56-06-siamese,56,Cat Life(2023),Siamese,,./assets/pages/page-056.png,415,520,sonny_png_library/limited/special-collections/cat-life-2023/04__siamese.png,Cat Life 2023,Siamese,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/siamese.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-56-03-silver-tabby,56,Cat Life(2023),Silver Tabby,,./assets/pages/page-056.png,170,520,sonny_png_library/limited/special-collections/cat-life-2023/02__silver-tabby.png,Cat Life 2023,Silver Tabby,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/silver_tabby.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-56-05-tuxedo,56,Cat Life(2023),Tuxedo,,./assets/pages/page-056.png,350,450,sonny_png_library/limited/special-collections/cat-life-2023/03__tuxedo.png,Cat Life 2023,Tuxedo,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/tuxedo.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-56-11-white,56,Cat Life(2023),White,,./assets/pages/page-056.png,820,520,sonny_png_library/limited/special-collections/cat-life-2023/05__white.png,Cat Life 2023,White,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/white.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-57-03-beagle,57,Dog Time Series,Beagle,,./assets/pages/page-057.png,145,520,sonny_png_library/limited/animal-collections/dog-time-2024/09__beagle.png,Dog Time(2024),Beagle,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Beagle.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-57-14-bull-terrier-robby-angel,57,Dog Time Series,Bull Terrier Robby Angel,,./assets/pages/page-057.png,1175,520,sonny_png_library/limited/animal-collections/dog-time-2024/14__bull-terrier-robby-angel.png,dog time 2024,bull terrier robby angel,official-web,REVIEW,,
page-57-02-chihuahua,57,Dog Time Series,Chihuahua,,./assets/pages/page-057.png,35,520,sonny_png_library/limited/animal-collections/dog-time-2024/07__chihuahua.png,Dog Time(2024),Chihuahua,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Chihuahua.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-57-08-dachshund,57,Dog Time Series,Dachshund,,./assets/pages/page-057.png,815,220,sonny_png_library/limited/animal-collections/dog-time-2024/05__dachshund.png,Dog Time(2024),Dachshund,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Dachshund.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-57-07-dalmatian,57,Dog Time Series,Dalmatian,,./assets/pages/page-057.png,700,520,sonny_png_library/limited/animal-collections/dog-time-2024/03__dalmatian.png,Dog Time(2024),Dalmatian,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Dalmatian.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-57-09-doberman,57,Dog Time Series,Doberman,,./assets/pages/page-057.png,1040,220,sonny_png_library/limited/animal-collections/dog-time-2024/13__doberman.png,dog time 2024,doberman,official-web,REVIEW,,
page-57-05-french-bull-dog,57,Dog Time Series,French Bull Dog,,./assets/pages/page-057.png,425,520,sonny_png_library/limited/animal-collections/dog-time-2024/02__french-bull-dog.png,Dog Time(2024),French Bull Dog,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/French_Bull_Dog.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-57-10-lucky-pomeranian-blue,57,Dog Time Series,Lucky Pomeranian Blue,,./assets/pages/page-057.png,745,520,sonny_png_library/limited/animal-collections/dog-time-2024/10__lucky-pomeranian-blue.png,dog time 2024,lucky pomeranian blue,official-web,REVIEW,,
page-57-11-lucky-pomeranian-orange,57,Dog Time Series,Lucky Pomeranian Orange,,./assets/pages/page-057.png,885,520,sonny_png_library/limited/animal-collections/dog-time-2024/11__lucky-pomeranian-orange.png,dog time 2024,lucky pomeranian orange,official-web,REVIEW,,
page-57-12-lucky-pomeranian-pink,57,Dog Time Series,Lucky Pomeranian Pink,,./assets/pages/page-057.png,1015,520,sonny_png_library/limited/animal-collections/dog-time-2024/12__lucky-pomeranian-pink.png,dog time 2024,lucky pomeranian pink,official-web,REVIEW,,
page-57-06-pomeranian,57,Dog Time Series,Pomeranian,,./assets/pages/page-057.png,565,520,sonny_png_library/limited/animal-collections/dog-time-2024/06__pomeranian.png,Dog Time(2024),Pomeranian,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Pomeranian.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-57-13-pug,57,Dog Time Series,Pug,,./assets/pages/page-057.png,1160,520,sonny_png_library/limited/animal-collections/dog-time-2024/08__pug.png,Dog Time(2024),Pug,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Pug.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-57-04-shiba-inu,57,Dog Time Series,Shiba Inu,,./assets/pages/page-057.png,285,520,sonny_png_library/limited/animal-collections/dog-time-2024/01__shiba-inu.png,Dog Time(2024),Shiba Inu,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Shiba_Inu.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-57-01-toy-poodle,57,Dog Time Series,Toy Poodle,,./assets/pages/page-057.png,145,220,sonny_png_library/limited/animal-collections/dog-time-2024/04__toy-poodle.png,Dog Time(2024),Toy Poodle,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Toy_Poodle.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-58-13-grape-rabbit,58,Charm Candy Store(2023),Grape Rabbit,,./assets/pages/page-058.png,1176,680,sonny_png_library/limited/sweets-collections/charm-candy-store-2023/05__grape-rabbit.png,Charm Candy Store(2023),Grape Rabbit,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/12/grape-rabbit.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-58-12-lime-dog,58,Charm Candy Store(2023),Lime Dog,,./assets/pages/page-058.png,1176,680,sonny_png_library/limited/sweets-collections/charm-candy-store-2023/04__lime-dog.png,Charm Candy Store(2023),Lime Dog,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/12/lime-dog.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-58-14-mint-rabbit,58,Charm Candy Store(2023),Mint Rabbit,,./assets/pages/page-058.png,1176,680,sonny_png_library/limited/sweets-collections/charm-candy-store-2023/06__mint-rabbit.png,Charm Candy Store 2023,Mint Rabbit,official-web,REVIEW,,
page-58-11-orange-sheep,58,Charm Candy Store(2023),Orange Sheep,,./assets/pages/page-058.png,1176,330,sonny_png_library/limited/sweets-collections/charm-candy-store-2023/03__orange-sheep.png,Charm Candy Store(2023),Orange Sheep,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/12/orange-sheep.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-58-09-peach-bear,58,Charm Candy Store(2023),Peach Bear,,./assets/pages/page-058.png,1176,330,sonny_png_library/limited/sweets-collections/charm-candy-store-2023/01__peach-bear.png,Charm Candy Store(2023),Peach Bear,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/12/peach-bear.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-58-10-soda-pig,58,Charm Candy Store(2023),Soda Pig,,./assets/pages/page-058.png,1176,330,sonny_png_library/limited/sweets-collections/charm-candy-store-2023/02__soda-pig.png,Charm Candy Store(2023),Soda Pig,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/12/soda-pig.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-58-06-baking-treats,58,Home Sweet Home(2024),Baking Treats,,./assets/pages/page-058.png,300,680,sonny_png_library/limited/special-collections/home-sweet-home-2024/06__baking-treats.png,Home Sweet Home(2024),Baking Treats,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/03/baking_treats.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-58-01-bubble-bath,58,Home Sweet Home(2024),Bubble Bath,,./assets/pages/page-058.png,70,325,sonny_png_library/limited/special-collections/home-sweet-home-2024/01__bubble-bath.png,Home Sweet Home(2024),Bubble Bath,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/03/bubble_bath.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-58-03-cozy-reading,58,Home Sweet Home(2024),Cozy Reading,,./assets/pages/page-058.png,500,325,sonny_png_library/limited/special-collections/home-sweet-home-2024/03__cozy-reading.png,Home Sweet Home(2024),Cozy Reading,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/03/cozy_reading.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-58-05-gardening,58,Home Sweet Home(2024),Gardening,,./assets/pages/page-058.png,70,680,sonny_png_library/limited/special-collections/home-sweet-home-2024/05__gardening.png,Home Sweet Home(2024),Gardening,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/03/gardening.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-58-04-getting-ready,58,Home Sweet Home(2024),Getting Ready,,./assets/pages/page-058.png,725,325,sonny_png_library/limited/special-collections/home-sweet-home-2024/04__getting-ready.png,Home Sweet Home(2024),Getting Ready,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/03/getting_ready.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-58-08-movie-night-robby-angel,58,Home Sweet Home(2024),Movie Night Robby Angel,,./assets/pages/page-058.png,760,680,sonny_png_library/limited/special-collections/home-sweet-home-2024/08__movie-night-robby-angel.png,home sweet home 2024,movie night robby angel,official-web,REVIEW,,
page-58-07-movie-night-sonny-angel,58,Home Sweet Home(2024),Movie Night Sonny Angel,,./assets/pages/page-058.png,530,680,sonny_png_library/limited/special-collections/home-sweet-home-2024/07__movie-night-sonny-angel.png,home sweet home 2024,movie night,official-web,REVIEW,,
page-58-02-sleepy-time,58,Home Sweet Home(2024),Sleepy Time,,./assets/pages/page-058.png,275,325,sonny_png_library/limited/special-collections/home-sweet-home-2024/02__sleepy-time.png,Home Sweet Home(2024),Sleepy Time,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/03/sleepy_time.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-59-11-capture-warmth,59,Enjoy the Moment,Capture Warmth,,./assets/pages/page-059.png,1165,676,sonny_png_library/limited/special-collections/sonny-angel-enjoy-the-moment-2022/06__capture-warmth.png,Sonny Angel Enjoy the Moment (2022),Capture Warmth,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/spiritual-growth.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-59-13-close-to-nature,59,Enjoy the Moment,Close to Nature,,./assets/pages/page-059.png,1165,676,sonny_png_library/limited/special-collections/sonny-angel-enjoy-the-moment-2022/03__close-to-nature.png,Sonny Angel Enjoy the Moment (2022),Close To Nature,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/close-to-nature.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-59-06-diary-time,59,Enjoy the Moment,Diary Time,,./assets/pages/page-059.png,1165,310,sonny_png_library/limited/special-collections/sonny-angel-enjoy-the-moment-2022/02__diary-time.png,Sonny Angel Enjoy the Moment (2022),Diary Time,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/diary-time.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-59-12-easy-moment,59,Enjoy the Moment,Easy Moment,,./assets/pages/page-059.png,1165,676,sonny_png_library/limited/special-collections/sonny-angel-enjoy-the-moment-2022/04__easy-moment.png,Sonny Angel Enjoy the Moment (2022),Easy Moment,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/easy-moment.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-59-08-enjoy-music,59,Enjoy the Moment,Enjoy Music,,./assets/pages/page-059.png,1165,550,sonny_png_library/limited/special-collections/sonny-angel-enjoy-the-moment-2022/01__enjoy-music.png,Sonny Angel Enjoy the Moment (2022),Enjoy Music,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/enjoy-music.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-59-07-friendship-work-with-robby-angel,59,Enjoy the Moment,Friendship Work With Robby Angel,,./assets/pages/page-059.png,1165,430,sonny_png_library/limited/special-collections/sonny-angel-enjoy-the-moment-2022/07__friendship-work-with-robby-angel.png,enjoy the moment 2022,friendship work with robby angel,official-web,REVIEW,,
page-59-10-friendship-work-with-sonny-angel,59,Enjoy the Moment,Friendship Work With Sonny Angel,,./assets/pages/page-059.png,1165,676,sonny_png_library/limited/special-collections/sonny-angel-enjoy-the-moment-2022/08__friendship-work-with-sonny-angel.png,enjoy the moment 2022,friendship work with,official-web,REVIEW,,
page-59-09-spiritual-growth,59,Enjoy the Moment,Spiritual Growth,,./assets/pages/page-059.png,1165,670,sonny_png_library/limited/special-collections/sonny-angel-enjoy-the-moment-2022/05__spiritual-growth.png,Sonny Angel Enjoy the Moment (2022),Spiritual Growth,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/capture-warmth.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-59-01-dazzling-color,59,SAPPINESS -Love Yourself Series- 2023,Dazzling Color,,./assets/pages/page-059.png,590,315,sonny_png_library/limited/other-collections/sappiness-love-yourself-series-2023/01__dazzling-color.png,Sappiness Love Yourself Series 2023,Dazzling Color,official-web,REVIEW,,
page-59-02-red,59,SAPPINESS -Love Yourself Series- 2023,Red,,./assets/pages/page-059.png,855,315,sonny_png_library/limited/other-collections/sappiness-love-yourself-series-2023/02__red.png,Sappiness Love Yourself Series 2023,Red,official-web,REVIEW,,
page-59-05-sappiness-gift-cat,59,SAPPINESS Key Chain 2021,SAPPINESS Gift Cat,,./assets/pages/page-059.png,1125,676,sonny_png_library/limited/other-collections/sappiness-key-chain-2021/03__sappiness-gift-cat.png,Sappiness Key Chain 2021,Sappiness Gift Cat,official-web,MATCHED,,
page-59-03-sappiness-red-rabbit,59,SAPPINESS Key Chain 2021,SAPPINESS Red Rabbit,,./assets/pages/page-059.png,605,676,sonny_png_library/limited/other-collections/sappiness-key-chain-2021/01__sappiness-red-rabbit.png,Sappiness Key Chain 2021,Sappiness Red Rabbit,official-web,MATCHED,,
page-59-04-sappiness-white-rabbit,59,SAPPINESS Key Chain 2021,SAPPINESS White Rabbit,,./assets/pages/page-059.png,865,676,sonny_png_library/limited/other-collections/sappiness-key-chain-2021/02__sappiness-white-rabbit.png,Sappiness Key Chain 2021,Sappiness White Rabbit,official-web,MATCHED,,
page-60-09-cherry-pudding,60,Afternoon Tea(2023),Cherry Pudding,,./assets/pages/page-060.png,945,565,sonny_png_library/limited/drink-collections/afternoon-tea-2023/02__cherry-pudding.png,Afternoon Tea 2023,Cherry Pudding,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/01/cherry_pudding.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
page-60-08-cupcake,60,Afternoon Tea(2023),Cupcake,,./assets/pages/page-060.png,775,565,sonny_png_library/limited/drink-collections/afternoon-tea-2023/01__cupcake.png,Afternoon Tea 2023,Cupcake,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/01/cupcake.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
page-60-11-happy-little-bear,60,Afternoon Tea(2023),Happy Little Bear,,./assets/pages/page-060.png,1181,565,sonny_png_library/limited/drink-collections/afternoon-tea-2023/04__happy-little-bear.png,Afternoon Tea 2023,Happy Little Bear,official-web,REVIEW,,
page-60-10-herbal-tea,60,Afternoon Tea(2023),Herbal Tea,,./assets/pages/page-060.png,1110,565,sonny_png_library/limited/drink-collections/afternoon-tea-2023/03__herbal-tea.png,Afternoon Tea 2023,Herbal Tea,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/01/herbal_tea.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
page-60-04-bossa-nova,60,Love the Music,Bossa Nova,,./assets/pages/page-060.png,120,520,sonny_png_library/limited/valentines-collections/love-the-music-2022/04__bossa-nova.png,Love The music(2022),Bossa Nova,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Bossa_nova.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
page-60-05-classical,60,Love the Music,Classical,,./assets/pages/page-060.png,405,520,sonny_png_library/limited/valentines-collections/love-the-music-2022/05__classical.png,love the music 2022,classical,official-web,REVIEW,,
page-60-01-folk,60,Love the Music,Folk,,./assets/pages/page-060.png,90,220,sonny_png_library/limited/valentines-collections/love-the-music-2022/01__folk.png,Love The music(2022),Folk,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Folk.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
page-60-03-jazz,60,Love the Music,Jazz,,./assets/pages/page-060.png,515,220,sonny_png_library/limited/valentines-collections/love-the-music-2022/03__jazz.png,Love The music(2022),Jazz,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Jazz.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
page-60-02-rock,60,Love the Music,Rock,,./assets/pages/page-060.png,305,220,sonny_png_library/limited/valentines-collections/love-the-music-2022/02__rock.png,Love The music(2022),Rock,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Rock.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
page-60-07-cookie-cat,60,Pet Treats,Cookie Cat,,./assets/pages/page-060.png,1110,215,sonny_png_library/limited/other-collections/pet-treats/02__cookie-cat.png,Pet Treats,Cookie Cat,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/12/cookie-cat.jpg,https://www.sonnyangel.com/products/others/
page-60-06-jelly-puppy,60,Pet Treats,Jelly Puppy,,./assets/pages/page-060.png,820,215,sonny_png_library/limited/other-collections/pet-treats/01__jelly-puppy.png,Pet Treats,Jelly Puppy,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/12/jelly_puppy.jpg,https://www.sonnyangel.com/products/others/
page-61-12-daruma,61,Japanese Good Luck(2021),Daruma,,./assets/pages/page-061.png,77,551,sonny_png_library/limited/special-collections/japanese-good-luck-2021/03__daruma.png,Japanese Good Luck 2021,Daruma,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/05/daruma.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-61-07-daruma-robby-angel,61,Japanese Good Luck(2021),Daruma Robby Angel,,./assets/pages/page-061.png,300,680,sonny_png_library/limited/special-collections/japanese-good-luck-2021/08__daruma-robby-angel.png,Japanese Good Luck 2021,Daruma Robby Angel,official-web,REVIEW,,
page-61-03-ebisuten,61,Japanese Good Luck(2021),Ebisuten,,./assets/pages/page-061.png,510,300,sonny_png_library/limited/special-collections/japanese-good-luck-2021/06__ebisuten.png,Japanese Good Luck 2021,Ebisuten,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/05/ebisuten.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-61-06-golden-lucky-cat,61,Japanese Good Luck(2021),Golden Lucky Cat,,./assets/pages/page-061.png,90,680,sonny_png_library/limited/special-collections/japanese-good-luck-2021/07__golden-lucky-cat.png,Japanese Good Luck 2021,Golden Lucky Cat,official-web,REVIEW,,
page-61-01-guardian-dog,61,Japanese Good Luck(2021),Guardian Dog,,./assets/pages/page-061.png,70,300,sonny_png_library/limited/special-collections/japanese-good-luck-2021/05__guardian-dog.png,Japanese Good Luck 2021,Guardian Dog,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/05/guardian_dog.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-61-05-lucky-cat,61,Japanese Good Luck(2021),Lucky Cat,,./assets/pages/page-061.png,950,300,sonny_png_library/limited/special-collections/japanese-good-luck-2021/01__lucky-cat.png,Japanese Good Luck 2021,Lucky Cat,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/05/lucky_cat.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-61-11-lucky-daruma-good-luck,61,Japanese Good Luck(2021),Lucky Daruma Good Luck,,./assets/pages/page-061.png,1172,680,sonny_png_library/limited/special-collections/japanese-good-luck-2021/12__lucky-daruma-good-luck.png,Japanese Good Luck 2021,Lucky Daruma Good Luck,official-web,REVIEW,,
page-61-09-lucky-daruma-great-blessing,61,Japanese Good Luck(2021),Lucky Daruma Great Blessing,,./assets/pages/page-061.png,740,680,sonny_png_library/limited/special-collections/japanese-good-luck-2021/10__lucky-daruma-great-blessing.png,Japanese Good Luck 2021,Lucky Daruma Great Blessing,official-web,REVIEW,,
page-61-10-lucky-daruma-love,61,Japanese Good Luck(2021),Lucky Daruma Love,,./assets/pages/page-061.png,960,680,sonny_png_library/limited/special-collections/japanese-good-luck-2021/11__lucky-daruma-love.png,Japanese Good Luck 2021,Lucky Daruma Love,official-web,REVIEW,,
page-61-08-lucky-daruma-victory,61,Japanese Good Luck(2021),Lucky Daruma Victory,,./assets/pages/page-061.png,520,680,sonny_png_library/limited/special-collections/japanese-good-luck-2021/09__lucky-daruma-victory.png,Japanese Good Luck 2021,Lucky Daruma Victory,official-web,REVIEW,,
page-61-02-mount-fuji,61,Japanese Good Luck(2021),Mount Fuji,,./assets/pages/page-061.png,290,300,sonny_png_library/limited/special-collections/japanese-good-luck-2021/02__mount-fuji.png,Japanese Good Luck 2021,Mount Fuji,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/05/mount_fuji.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-61-04-raccoon-dog,61,Japanese Good Luck(2021),Raccoon Dog,,./assets/pages/page-061.png,730,300,sonny_png_library/limited/special-collections/japanese-good-luck-2021/04__raccoon-dog.png,Japanese Good Luck 2021,Raccoon Dog,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/05/raccoon_dog.png,https://www.sonnyangel.com/products/mini-figure-limited/
page-61-14-camellia-rabbit,61,Sonny Angel Hello Jeju (2022),Camellia Rabbit,,./assets/pages/page-061.png,1172,300,sonny_png_library/limited/special-collections/sonny-angel-hello-jeju-2022/03__camellia-rabbit.png,Sonny Angel Hello Jeju (2022),Camellia Rabbit,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/camellia_rabbit.png,https://www.sonnyangel.com/products/mini-figure-limited/
